Market Center,Commodity,State,Loc,Year,Month,Unit of Arrivals,Variety,Minimum Price,Maximum Price,Modal Price,Unit of Price
Ezhamkulam,Banana,Kerala,"[76.7667, 9.1333]",2012,February,Tonnes,Palayamthodan,1100,1300,1200,Rs/Quintal
Ezhamkulam,Amaranthus,Kerala,"[76.7667, 9.1333]",2012,February,Tonnes,Other,1100,1500,1300,Rs/Quintal
Ezhamkulam,Ashgourd,Kerala,"[76.7667, 9.1333]",2012,February,Tonnes,Other,800,1200,1000,Rs/Quintal
Ezhamkulam,Bhindi(Ladies Finger),Kerala,"[76.7667, 9.1333]",2012,February,Tonnes,Other,900,1300,1100,Rs/Quintal
Ezhamkulam,Bitter gourd,Kerala,"[76.7667, 9.1333]",2012,February,Tonnes,Other,2200,2600,2500,Rs/Quintal
Ezhamkulam,Brinjal,Kerala,"[76.7667, 9.1333]",2012,February,Tonnes,Other,1100,1500,1300,Rs/Quintal
Ezhamkulam,Cowpea(Veg),Kerala,"[76.7667, 9.1333]",2012,February,Tonnes,Other,2500,3200,3100,Rs/Quintal
Ezhamkulam,Cucumber,Kerala,"[76.7667, 9.1333]",2012,February,Tonnes,Other,800,1200,1000,Rs/Quintal
Ezhamkulam,Elephant Yam (Suran),Kerala,"[76.7667, 9.1333]",2012,February,Tonnes,Other,1100,1500,1300,Rs/Quintal
Ezhamkulam,Green Ginger,Kerala,"[76.7667, 9.1333]",2012,February,Tonnes,Other,1600,2200,1900,Rs/Quintal
Ezhamkulam,Snakeguard,Kerala,"[76.7667, 9.1333]",2012,February,Tonnes,Other,1100,1500,1400,Rs/Quintal
Ezhamkulam,Tapioca,Kerala,"[76.7667, 9.1333]",2012,February,Tonnes,Other,1000,1300,1100,Rs/Quintal
Ezhamkulam,Pepper ungarbled,Kerala,"[76.7667, 9.1333]",2012,February,Tonnes,Other,29500,30000,29700,Rs/Quintal
Harippad,Black Grams (Urd Beans),Kerala,"[76.4667, 9.3]",2011,February,Tonnes,Other,6800,7200,6800,Rs/Quintal
Harippad,Coconut Oil,Kerala,"[76.4667, 9.3]",2011,February,Tonnes,Other,10800,11000,10800,Rs/Quintal
Harippad,Banana,Kerala,"[76.4667, 9.3]",2011,February,Tonnes,Banana - Ripe,2500,2500,2500,Rs/Quintal
Harippad,Banana,Kerala,"[76.4667, 9.3]",2011,February,Tonnes,Banana - Ripe,2600,2600,2600,Rs/Quintal
Harippad,Banana,Kerala,"[76.4667, 9.3]",2011,February,Tonnes,Other,2750,2750,2750,Rs/Quintal
Harippad,Banana,Kerala,"[76.4667, 9.3]",2011,February,Tonnes,Palayamthodan,1200,1400,1200,Rs/Quintal
Harippad,Banana,Kerala,"[76.4667, 9.3]",2011,February,Tonnes,Robusta,1200,1200,1200,Rs/Quintal
Harippad,Pine Apple,Kerala,"[76.4667, 9.3]",2011,February,Tonnes,Other,1800,2000,1800,Rs/Quintal
Harippad,Amphophalus,Kerala,"[76.4667, 9.3]",2011,February,Tonnes,Other,2000,2000,2000,Rs/Quintal
Harippad,Ashgourd,Kerala,"[76.4667, 9.3]",2011,February,Tonnes,Other,1200,1600,1200,Rs/Quintal
Harippad,Beetroot,Kerala,"[76.4667, 9.3]",2011,February,Tonnes,Other,1600,1800,1600,Rs/Quintal
Harippad,Bhindi(Ladies Finger),Kerala,"[76.4667, 9.3]",2011,February,Tonnes,Other,1800,2000,1800,Rs/Quintal
Harippad,Bitter gourd,Kerala,"[76.4667, 9.3]",2011,February,Tonnes,Other,3000,3500,3000,Rs/Quintal
Harippad,Brinjal,Kerala,"[76.4667, 9.3]",2011,February,Tonnes,Other,1400,1600,1400,Rs/Quintal
Harippad,Cabbage,Kerala,"[76.4667, 9.3]",2011,February,Tonnes,Other,1200,1400,1200,Rs/Quintal
Harippad,Colacasia,Kerala,"[76.4667, 9.3]",2011,February,Tonnes,Other,2200,2200,2200,Rs/Quintal
Harippad,Green Chilly,Kerala,"[76.4667, 9.3]",2011,February,Tonnes,Other,1200,1500,1200,Rs/Quintal
Harippad,Green ginger,Kerala,"[76.4667, 9.3]",2011,February,Tonnes,Other,3000,3200,3000,Rs/Quintal
Harippad,Onion,Kerala,"[76.4667, 9.3]",2011,February,Tonnes,Other,4500,4500,4500,Rs/Quintal
Harippad,Potato,Kerala,"[76.4667, 9.3]",2011,February,Tonnes,Other,1400,1600,1400,Rs/Quintal
Harippad,Pumpkin,Kerala,"[76.4667, 9.3]",2011,February,Tonnes,Other,1200,1400,1200,Rs/Quintal
Irikkur,Banana,Kerala,"[75.57, 11.97]",2011,February,Tonnes,Other,1300,1400,1300,Rs/Quintal
Irikkur,Rubber,Kerala,"[75.57, 11.97]",2011,February,Tonnes,Other,22500,22600,22500,Rs/Quintal
Kallachi,Coconut Oil,Kerala,"[75.6781572, 11.6869097]",2012,February,Tonnes,Other,6900,7100,7000,Rs/Quintal
Kallachi,Copra,Kerala,"[75.6781572, 11.6869097]",2012,February,Tonnes,Copra,4300,4800,4500,Rs/Quintal
Kallachi,Banana,Kerala,"[75.6781572, 11.6869097]",2012,February,Tonnes,Nendra Bale,2600,2700,2650,Rs/Quintal
Kallachi,Banana,Kerala,"[75.6781572, 11.6869097]",2012,February,Tonnes,Palayamthodan,1300,1400,1350,Rs/Quintal
Kallachi,Banana,Kerala,"[75.6781572, 11.6869097]",2012,February,Tonnes,Rasakathai,2900,3000,2950,Rs/Quintal
Kallachi,Amaranthus,Kerala,"[75.6781572, 11.6869097]",2012,February,Tonnes,Other,1500,1700,1600,Rs/Quintal
Kallachi,Amphophalus,Kerala,"[75.6781572, 11.6869097]",2012,February,Tonnes,Other,1600,1800,1700,Rs/Quintal
Kallachi,Ashgourd,Kerala,"[75.6781572, 11.6869097]",2012,February,Tonnes,Other,1400,1500,1450,Rs/Quintal
Kallachi,Banana - Green,Kerala,"[75.6781572, 11.6869097]",2012,February,Tonnes,Other,2600,2700,2650,Rs/Quintal
Kallachi,Beetroot,Kerala,"[75.6781572, 11.6869097]",2012,February,Tonnes,Other,1200,1600,1400,Rs/Quintal
Kallachi,Bhindi(Ladies Finger),Kerala,"[75.6781572, 11.6869097]",2012,February,Tonnes,Other,2000,2600,2300,Rs/Quintal
Kallachi,Bitter gourd,Kerala,"[75.6781572, 11.6869097]",2012,February,Tonnes,Other,2000,2100,2050,Rs/Quintal
Kallachi,Bottle gourd,Kerala,"[75.6781572, 11.6869097]",2012,February,Tonnes,Other,1000,1200,1100,Rs/Quintal
Kallachi,Brinjal,Kerala,"[75.6781572, 11.6869097]",2012,February,Tonnes,Other,1000,1300,1150,Rs/Quintal
Kallachi,Cabbage,Kerala,"[75.6781572, 11.6869097]",2012,February,Tonnes,Other,1200,1400,1300,Rs/Quintal
Kallachi,Carrot,Kerala,"[75.6781572, 11.6869097]",2012,February,Tonnes,Other,2000,2400,2200,Rs/Quintal
Kallachi,Cluster Beans,Kerala,"[75.6781572, 11.6869097]",2012,February,Tonnes,Other,1500,1700,1600,Rs/Quintal
Kallachi,Cowpea(Veg),Kerala,"[75.6781572, 11.6869097]",2012,February,Tonnes,Other,1800,2000,1900,Rs/Quintal
Kallachi,Cucumber,Kerala,"[75.6781572, 11.6869097]",2012,February,Tonnes,Other,1600,1800,1700,Rs/Quintal
Kallachi,Drumstick,Kerala,"[75.6781572, 11.6869097]",2012,February,Tonnes,Other,7400,7500,7450,Rs/Quintal
Kallachi,French Beans (Frasbean),Kerala,"[75.6781572, 11.6869097]",2012,February,Tonnes,Other,2000,2400,2200,Rs/Quintal
Kallachi,Green Chilly,Kerala,"[75.6781572, 11.6869097]",2012,February,Tonnes,Other,2000,2400,2200,Rs/Quintal
Kallachi,Green Ginger,Kerala,"[75.6781572, 11.6869097]",2012,February,Tonnes,Other,1800,2200,2000,Rs/Quintal
Kallachi,Onion,Kerala,"[75.6781572, 11.6869097]",2012,February,Tonnes,Other,800,900,850,Rs/Quintal
Kallachi,Potato,Kerala,"[75.6781572, 11.6869097]",2012,February,Tonnes,Other,1400,1500,1450,Rs/Quintal
Kallachi,Pumpkin,Kerala,"[75.6781572, 11.6869097]",2012,February,Tonnes,Other,800,1000,900,Rs/Quintal
Kallachi,Snakeguard,Kerala,"[75.6781572, 11.6869097]",2012,February,Tonnes,Other,1500,1600,1550,Rs/Quintal
Kallachi,Tomato,Kerala,"[75.6781572, 11.6869097]",2012,February,Tonnes,Other,1200,1400,1300,Rs/Quintal
Kallachi,Black pepper,Kerala,"[75.6781572, 11.6869097]",2012,February,Tonnes,Malabar,27000,28000,27500,Rs/Quintal
Kallachi,Black pepper,Kerala,"[75.6781572, 11.6869097]",2012,February,Tonnes,Thekken,28000,29000,28500,Rs/Quintal
Kallachi,Ginger,Kerala,"[75.6781572, 11.6869097]",2012,February,Tonnes,Other,8000,9000,8500,Rs/Quintal
Kallachi,Arecanut(Betelnut/Supari),Kerala,"[75.6781572, 11.6869097]",2012,February,Tonnes,Ripe,2100,2300,2200,Rs/Quintal
Kallachi,Arecanut(Betelnut/Supari),Kerala,"[75.6781572, 11.6869097]",2012,February,Tonnes,Supari,12500,13000,12800,Rs/Quintal
Kanjirappally,Banana - Green,Kerala,"[76.7833, 9.55]",2011,February,Tonnes,Other,2400,2600,2500,Rs/Quintal
Kanjirappally,Beetroot,Kerala,"[76.7833, 9.55]",2011,February,Tonnes,Other,1200,1500,1400,Rs/Quintal
Kanjirappally,Bhindi(Ladies Finger),Kerala,"[76.7833, 9.55]",2011,February,Tonnes,Other,1600,2100,2000,Rs/Quintal
Kanjirappally,Bitter gourd,Kerala,"[76.7833, 9.55]",2011,February,Tonnes,Other,2500,3100,3000,Rs/Quintal
Kanjirappally,Brinjal,Kerala,"[76.7833, 9.55]",2011,February,Tonnes,Other,1400,1900,1800,Rs/Quintal
Kanjirappally,Cabbage,Kerala,"[76.7833, 9.55]",2011,February,Tonnes,Other,1400,1900,1800,Rs/Quintal
Kanjirappally,Carrot,Kerala,"[76.7833, 9.55]",2011,February,Tonnes,Other,3200,3700,3600,Rs/Quintal
Kanjirappally,Cluster beans,Kerala,"[76.7833, 9.55]",2011,February,Tonnes,Other,1500,2100,2000,Rs/Quintal
Kanjirappally,Colacasia,Kerala,"[76.7833, 9.55]",2011,February,Tonnes,Other,2400,3100,3000,Rs/Quintal
Kanjirappally,Cowpea(Veg),Kerala,"[76.7833, 9.55]",2011,February,Tonnes,Other,2900,3500,3400,Rs/Quintal
Kanjirappally,Cucumbar,Kerala,"[76.7833, 9.55]",2011,February,Tonnes,Other,1400,1900,1800,Rs/Quintal
Kanjirappally,Elephant Yam (Suran),Kerala,"[76.7833, 9.55]",2011,February,Tonnes,Other,1200,1900,1800,Rs/Quintal
Kanjirappally,Green Chilly,Kerala,"[76.7833, 9.55]",2011,February,Tonnes,Other,1800,2500,2400,Rs/Quintal
Kanjirappally,Green ginger,Kerala,"[76.7833, 9.55]",2011,February,Tonnes,Other,4000,6100,6000,Rs/Quintal
Kanjirappally,Little gourd (Kundru),Kerala,"[76.7833, 9.55]",2011,February,Tonnes,Other,1400,1900,1800,Rs/Quintal
Kanjirappally,Onion,Kerala,"[76.7833, 9.55]",2011,February,Tonnes,Other,3500,4300,4200,Rs/Quintal
Kanjirappally,Potato,Kerala,"[76.7833, 9.55]",2011,February,Tonnes,Other,1500,2300,2200,Rs/Quintal
Kanjirappally,Pumpkin,Kerala,"[76.7833, 9.55]",2011,February,Tonnes,Other,1200,1700,1600,Rs/Quintal
Kanjirappally,Snakeguard,Kerala,"[76.7833, 9.55]",2011,February,Tonnes,Other,1500,1900,1800,Rs/Quintal
Kanjirappally,Tapioca,Kerala,"[76.7833, 9.55]",2011,February,Tonnes,Other,1200,1500,1400,Rs/Quintal
Kanjirappally,Tomato,Kerala,"[76.7833, 9.55]",2011,February,Tonnes,Other,1400,1900,1800,Rs/Quintal
Kasargod,Paddy(Dhan),Kerala,"[74.13,14.8]",2012,February,Tonnes,Other,950,975,950,Rs/Quintal
Kasargod,Copra,Kerala,"[74.13,14.8]",2012,February,Tonnes,other,4000,4050,4000,Rs/Quintal
Kasargod,Banana,Kerala,"[74.13,14.8]",2012,February,Tonnes,Other,2000,2000,2000,Rs/Quintal
Kasargod,Banana,Kerala,"[74.13,14.8]",2012,February,Tonnes,Other,2000,2050,2000,Rs/Quintal
Kasargod,Amaranthus,Kerala,"[74.13,14.8]",2012,February,Tonnes,Other,1000,1025,1000,Rs/Quintal
Kasargod,Bhindi(Ladies Finger),Kerala,"[74.13,14.8]",2012,February,Tonnes,Other,3500,3500,3500,Rs/Quintal
Kasargod,Cowpea(Veg),Kerala,"[74.13,14.8]",2012,February,Tonnes,Other,2400,2450,2400,Rs/Quintal
Kasargod,Cucumber,Kerala,"[74.13,14.8]",2012,February,Tonnes,Other,1200,1225,1200,Rs/Quintal
Kasargod,Pumpkin,Kerala,"[74.13,14.8]",2012,February,Tonnes,Other,800,825,800,Rs/Quintal
Kasargod,Pepper garbled,Kerala,"[74.13,14.8]",2012,February,Tonnes,Other,30500,30500,30500,Rs/Quintal
Kasargod,Cashewnuts,Kerala,"[74.13,14.8]",2012,February,Tonnes,Other,6300,6350,6300,Rs/Quintal
Kasargod,Arecanut(Betelnut/Supari),Kerala,"[74.13,14.8]",2012,February,Tonnes,Other,19000,19000,19000,Rs/Quintal
Kodumgalloor,Ashgourd,Kerala,"[76.1946, 10.2338]",2011,February,Tonnes,Ashgourd,1400,1800,1600,Rs/Quintal
Kodumgalloor,Banana - Green,Kerala,"[76.1946, 10.2338]",2011,February,Tonnes,Banana - Green,2300,2500,2400,Rs/Quintal
Kodumgalloor,Bitter gourd,Kerala,"[76.1946, 10.2338]",2011,February,Tonnes,Bitter Gourd,3000,3200,3100,Rs/Quintal
Kodumgalloor,Elephant Yam (Suran),Kerala,"[76.1946, 10.2338]",2011,February,Tonnes,Other,2000,2600,2400,Rs/Quintal
Kodumgalloor,Green ginger,Kerala,"[76.1946, 10.2338]",2011,February,Tonnes,Green Ginger,2600,5000,3500,Rs/Quintal
Kodumgalloor,Onion,Kerala,"[76.1946, 10.2338]",2011,February,Tonnes,Big,1200,1800,1500,Rs/Quintal
Kodumgalloor,Pumpkin,Kerala,"[76.1946, 10.2338]",2011,February,Tonnes,Pumpkin,800,1200,1000,Rs/Quintal
Kodumgalloor,Tapioca,Kerala,"[76.1946, 10.2338]",2011,February,Tonnes,Tapioca,1000,1500,1300,Rs/Quintal
Kollam,Barley (Jau),Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,2800,3000,2900,Rs/Quintal
Kollam,Rice,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Basumathi,7800,8000,7900,Rs/Quintal
Kollam,Rice,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Jaya,2800,3000,2900,Rs/Quintal
Kollam,Rice,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Ponni,2100,2300,2200,Rs/Quintal
Kollam,Soji,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,2600,2800,2700,Rs/Quintal
Kollam,Black Grams (Urd Beans),Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,7800,8000,7900,Rs/Quintal
Kollam,Green Grams (Moong),Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,7200,7400,7300,Rs/Quintal
Kollam,Green Peas,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,2700,2900,2800,Rs/Quintal
Kollam,Coconut Oil,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,10500,10700,10600,Rs/Quintal
Kollam,Mustard,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,4600,4800,4700,Rs/Quintal
Kollam,Sunflower,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,8300,8500,8400,Rs/Quintal
Kollam,Apple,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,11000,12000,11500,Rs/Quintal
Kollam,Banana,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Banana - Ripe,2300,2500,2400,Rs/Quintal
Kollam,Banana,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Palayamthodan,1300,1500,1400,Rs/Quintal
Kollam,Banana,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Poovan,2600,2800,2700,Rs/Quintal
Kollam,Banana,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Robusta,1300,1500,1400,Rs/Quintal
Kollam,Grapes,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,4800,5000,4900,Rs/Quintal
Kollam,Guava,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,2300,2500,2400,Rs/Quintal
Kollam,Mousambi,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,2300,2500,2400,Rs/Quintal
Kollam,Orange,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,4300,4500,4400,Rs/Quintal
Kollam,Pine Apple,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,1600,1800,1700,Rs/Quintal
Kollam,Water Melon,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,1000,1200,1100,Rs/Quintal
Kollam,Amaranthus,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,1400,1600,1500,Rs/Quintal
Kollam,Amphophalus,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,2300,2500,2400,Rs/Quintal
Kollam,Ashgourd,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,1400,1600,1500,Rs/Quintal
Kollam,Banana - Green,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,1200,1400,1300,Rs/Quintal
Kollam,Beetroot,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,2200,2400,2300,Rs/Quintal
Kollam,Bhindi(Ladies Finger),Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,2600,2800,2700,Rs/Quintal
Kollam,Bitter gourd,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,1800,2000,1900,Rs/Quintal
Kollam,Bottle gourd,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,1000,1200,1100,Rs/Quintal
Kollam,Brinjal,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,2200,2400,2300,Rs/Quintal
Kollam,Cabbage,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,1400,1600,1500,Rs/Quintal
Kollam,Capsicum,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,4800,5000,4900,Rs/Quintal
Kollam,Carrot,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,3400,3600,3500,Rs/Quintal
Kollam,Cauliflower,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,2300,2500,2400,Rs/Quintal
Kollam,Cluster beans,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,2600,2800,2700,Rs/Quintal
Kollam,Colacasia,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,2800,3000,2900,Rs/Quintal
Kollam,Coriander,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,3800,4000,3900,Rs/Quintal
Kollam,Cowpea(Veg),Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,2800,3000,2900,Rs/Quintal
Kollam,Cucumbar,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,1600,1800,1700,Rs/Quintal
Kollam,Cucumber (Long Melon),Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,1400,1600,1500,Rs/Quintal
Kollam,Drumstick,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,8000,9000,8500,Rs/Quintal
Kollam,Green Chilly,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,1800,2000,1900,Rs/Quintal
Kollam,Green ginger,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,3800,4000,3900,Rs/Quintal
Kollam,Indian Beans (Seam),Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,2400,2600,2500,Rs/Quintal
Kollam,Little gourd (Kundru),Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,2200,2400,2300,Rs/Quintal
Kollam,Mango (Raw-Ripe),Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,4800,5000,4900,Rs/Quintal
Kollam,Mint(Pudina),Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,3800,4000,3900,Rs/Quintal
Kollam,Onion,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Big,1800,2000,1900,Rs/Quintal
Kollam,Onion,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Small,3600,3800,3700,Rs/Quintal
Kollam,Potato,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,1400,1600,1500,Rs/Quintal
Kollam,Pumpkin,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,1400,1600,1500,Rs/Quintal
Kollam,Snakeguard,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,1600,1800,1700,Rs/Quintal
Kollam,Tapioca,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,1000,1200,1100,Rs/Quintal
Kollam,Tomato,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,1200,1400,1300,Rs/Quintal
Kollam,Yam (Ratalu),Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,2800,3000,2900,Rs/Quintal
Kollam,Cashewnuts,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,41000,42000,41500,Rs/Quintal
Kollam,Dry Grapes,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,27000,28000,27500,Rs/Quintal
Kollam,Coffee,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,23000,24000,23500,Rs/Quintal
Kollam,Tea,Kerala,"[76.6, 8.88]",2011,February,Tonnes,Other,13000,14000,13500,Rs/Quintal
Kondotty,Ber (Zizyphus),Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,1400,1800,1500,Rs/Quintal
Kondotty,Grapes,Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,3500,4000,3600,Rs/Quintal
Kondotty,Guava,Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,1900,2200,2000,Rs/Quintal
Kondotty,Lime,Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,5400,5900,5500,Rs/Quintal
Kondotty,Orange,Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,3100,3500,3200,Rs/Quintal
Kondotty,Papaya,Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,1300,1500,1400,Rs/Quintal
Kondotty,Pine Apple,Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,1900,2200,2000,Rs/Quintal
Kondotty,Water Melon,Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,900,1200,1000,Rs/Quintal
Kondotty,Amaranthus,Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,700,1000,800,Rs/Quintal
Kondotty,Amla,Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,2400,2600,2500,Rs/Quintal
Kondotty,Amphophalus,Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,2300,2600,2400,Rs/Quintal
Kondotty,Ashgourd,Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,1100,1400,1200,Rs/Quintal
Kondotty,Banana - Green,Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,1900,2400,2000,Rs/Quintal
Kondotty,Beetroot,Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,900,1500,1000,Rs/Quintal
Kondotty,Bhindi(Ladies Finger),Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,900,1200,1000,Rs/Quintal
Kondotty,Bitter gourd,Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,1500,2000,1600,Rs/Quintal
Kondotty,Bottle gourd,Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,500,700,600,Rs/Quintal
Kondotty,Brinjal,Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,900,1200,1000,Rs/Quintal
Kondotty,Cabbage,Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,700,900,800,Rs/Quintal
Kondotty,Capsicum,Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,1900,2200,2000,Rs/Quintal
Kondotty,Carrot,Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,2400,2800,2500,Rs/Quintal
Kondotty,Cauliflower,Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,1400,1800,1500,Rs/Quintal
Kondotty,Chow Chow,Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,900,1200,1000,Rs/Quintal
Kondotty,Colacasia,Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,1100,1300,1200,Rs/Quintal
Kondotty,Coriander,Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,1900,2200,2000,Rs/Quintal
Kondotty,Cowpea(Veg),Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,2400,2700,2500,Rs/Quintal
Kondotty,Cucumbar,Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,700,1000,800,Rs/Quintal
Kondotty,Drumstick,Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,5900,6500,6000,Rs/Quintal
Kondotty,French Beans (Frasbean),Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,1100,1500,1200,Rs/Quintal
Kondotty,Green Chilly,Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,900,1200,1000,Rs/Quintal
Kondotty,Green ginger,Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,2700,2900,2800,Rs/Quintal
Kondotty,Mango (Raw-Ripe),Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,2900,3200,3000,Rs/Quintal
Kondotty,Onion,Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,1500,1800,1600,Rs/Quintal
Kondotty,Potato,Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,1100,1400,1200,Rs/Quintal
Kondotty,Pumpkin,Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,700,900,800,Rs/Quintal
Kondotty,Snakeguard,Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,900,1200,1000,Rs/Quintal
Kondotty,Tomato,Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,500,800,600,Rs/Quintal
Kondotty,Tamarind Fruit,Kerala,"[75.9640, 11.1470]",2011,February,Tonnes,Other,2900,3500,3000,Rs/Quintal
Kottayam,Rice,Kerala,"[76.52, 9.58]",2011,February,Tonnes,Other,2400,2800,2700,Rs/Quintal
Kottayam,Black Grams (Urd Beans),Kerala,"[76.52, 9.58]",2011,February,Tonnes,Other,6700,6900,6800,Rs/Quintal
Kottayam,Green Grams (Moong),Kerala,"[76.52, 9.58]",2011,February,Tonnes,Other,6200,7200,7100,Rs/Quintal
Kottayam,Coconut Oil,Kerala,"[76.52, 9.58]",2011,February,Tonnes,Other,10050,10150,10100,Rs/Quintal
Kottayam,Banana,Kerala,"[76.52, 9.58]",2011,February,Tonnes,Other,2400,2600,2500,Rs/Quintal
Kottayam,Banana,Kerala,"[76.52, 9.58]",2011,February,Tonnes,Palayamthodan,2400,2700,2600,Rs/Quintal
Kottayam,Pine Apple,Kerala,"[76.52, 9.58]",2011,February,Tonnes,Other,1500,1900,1800,Rs/Quintal
Kottayam,Banana - Green,Kerala,"[76.52, 9.58]",2011,February,Tonnes,Other,2300,2500,2400,Rs/Quintal
Kottayam,Beetroot,Kerala,"[76.52, 9.58]",2011,February,Tonnes,Other,1100,1500,1400,Rs/Quintal
Kottayam,Bhindi(Ladies Finger),Kerala,"[76.52, 9.58]",2011,February,Tonnes,Other,1500,1900,1800,Rs/Quintal
